source,status,paper_slug,paper_display,circulation,month,page,advertiser_raw,advertiser_normalized,category,size_class,size_dims,size_sq_in,position,phone,website,confidence,review_needed,notes
auto_full_page_hash,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,7,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,8,NJ Antique Buyers,NJ Antique Buyers,services,6U,6.5x6.25,40,bottom,201-410-8442,njantiques.com; www.njantiques.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid_candidate,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,9,Unknown full-page creative ed46fe9109f3,Unknown full-page creative ed46fe9109f3,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,11,My Handyman & Painter LLC,My Handyman & Painter,services,18FP,10x14,140,full_page,732-331-9572,www.myhandymanandpainter.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,16,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,morris-township-times,Morris Township Times,13500,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,morris-township-times,Morris Township Times,13500,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid_candidate,morris-township-times,Morris Township Times,13500,2026-01,3,Unknown full-page creative 0b1826a49797,Unknown full-page creative 0b1826a49797,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,4,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,inline,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_full_page_hash,paid,morris-township-times,Morris Township Times,13500,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,7,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,7,NJ Antique Buyers,NJ Antique Buyers,services,6U,6.5x6.25,40,bottom,201-410-8442,njantiques.com; www.njantiques.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,9,Doherty Roofing Company,Doherty Roofing Company,paid,1U,3.25x2,6.5,bottom,973-377-1006,dohertyroofingcompany.com; gmail.com,medium,no,josephdohertycompany
auto_phone_box,paid,morris-township-times,Morris Township Times,13500,2026-01,11,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,morris-township-times,Morris Township Times,13500,2026-01,12,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,morristown-monthly,Morristown Monthly,7000,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,morristown-monthly,Morristown Monthly,7000,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid_candidate,morristown-monthly,Morristown Monthly,7000,2026-01,3,Unknown full-page creative 81fea7c96c97,Unknown full-page creative 81fea7c96c97,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,4,Doherty Roofing Company,Doherty Roofing Company,paid,1U,3.25x2,6.5,bottom,973-377-1006,dohertyroofingcompany.com; gmail.com,medium,no,josephdohertycompany
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,4,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,inline,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_full_page_hash,paid,morristown-monthly,Morristown Monthly,7000,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,7,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,7,NJ Antique Buyers,NJ Antique Buyers,services,6U,6.5x6.25,40,bottom,201-410-8442,njantiques.com; www.njantiques.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,9,Doherty Roofing Company,Doherty Roofing Company,paid,1U,3.25x2,6.5,bottom,973-377-1006,dohertyroofingcompany.com; gmail.com,medium,no,josephdohertycompany
auto_phone_box,paid,morristown-monthly,Morristown Monthly,7000,2026-01,11,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,morristown-monthly,Morristown Monthly,7000,2026-01,12,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,mountainside-view,Mountainside View,3000,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,mountainside-view,Mountainside View,3000,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid,mountainside-view,Mountainside View,3000,2026-01,3,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,4,Calderone School of Music,Calderone School of Music,education,6U,3.25x12,40,inline,973-428-0405; 973-467-4688,calderoneschoolofmusic.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,5,Summit Dentist (summitdentist.com),Summit Dentist (summitdentist.com),paid,18FP,10x14,140,full_page,908-273-3873,www.summitdentist.com,medium,no,Comfortable Caring Dentistry
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,7,My Handyman & Painter LLC,My Handyman & Painter,services,18FP,10x14,140,full_page,732-331-9572,www.myhandymanandpainter.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,8,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,9,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,10,AngiLLC Tile & Finish Carpentry,AngiLLC,services,2U,3.25x4,13,bottom,973-896-4656,www.angillc.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,mountainside-view,Mountainside View,3000,2026-01,15,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,mountainside-view,Mountainside View,3000,2026-01,16,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,1,Eileen Sergent Real Estate (NJAR),Eileen Sergent Real Estate (NJAR),paid,1U,3.25x2,6.5,top,908-230-4800; 908-522-1800,sergentrealestate.com,medium,no,NJAR Distinguished Sales
auto_phone_box,renna_self,new-providence-news,New Providence News,5100,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid_candidate,new-providence-news,New Providence News,5100,2026-01,3,Unknown full-page creative 4988c4e01a85,Unknown full-page creative 4988c4e01a85,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,4,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,bottom,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_full_page_hash,paid,new-providence-news,New Providence News,5100,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,6,Mr Handyman a Neighborly Company,Mr Handyman,services,9HP,10x7,65,inline,908-251-9441,mrhandyman.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,7,Summit Dentist (summitdentist.com),Summit Dentist (summitdentist.com),paid,18FP,10x14,140,full_page,908-273-3873,www.summitdentist.com,medium,no,Comfortable Caring Dentistry
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,8,Julia DeMilio Dog Walker / Pet Sitter,Julia DeMilio Dog Walker / Pet Sitter,paid,1U,3.25x2,6.5,inline,908-370-3700,gmail.com,medium,no,All breeds
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,9,My Handyman & Painter LLC,My Handyman & Painter,services,18FP,10x14,140,full_page,732-331-9572,www.myhandymanandpainter.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,10,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,11,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,12,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,top,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_full_page_hash,paid_candidate,new-providence-news,New Providence News,5100,2026-01,13,Unknown full-page creative 6657b95fab55,Unknown full-page creative 6657b95fab55,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,14,Advisory Consultants (FSBO ad) Edison,Advisory Consultants (FSBO ad) Edison,paid,1U,3.25x2,6.5,bottom,908-463-2089,gmail.com,medium,no,Sell house yourself
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,14,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,bottom,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_full_page_hash,paid_candidate,new-providence-news,New Providence News,5100,2026-01,15,Unknown full-page creative 4542e9f13797,Unknown full-page creative 4542e9f13797,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,16,Calderone School of Music,Calderone School of Music,education,6U,3.25x12,40,inline,973-428-0405; 973-467-4688,calderoneschoolofmusic.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,17,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,inline,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,17,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_phone_box,paid,new-providence-news,New Providence News,5100,2026-01,19,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,new-providence-news,New Providence News,5100,2026-01,20,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,our-town-rahway,Our Town Rahway,13100,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,our-town-rahway,Our Town Rahway,13100,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid,our-town-rahway,Our Town Rahway,13100,2026-01,3,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,18FP,10x14,140,full_page,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,4,Eyes On You Optometric Rahway,Eyes On You Optometric Rahway,paid,9HP,10x7 or 6.5x9,65,inline,732-388-3900,rahwayeyedoctor.com,medium,no,Dr M Williams
auto_full_page_hash,paid,our-town-rahway,Our Town Rahway,13100,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_full_page_hash,paid_candidate,our-town-rahway,Our Town Rahway,13100,2026-01,7,Unknown full-page creative 1dc8706b0a9a,Unknown full-page creative 1dc8706b0a9a,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,8,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,9,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,10,Advisory Consultants (FSBO ad) Edison,Advisory Consultants (FSBO ad) Edison,paid,1U,3.25x2,6.5,bottom,908-463-2089,gmail.com,medium,no,Sell house yourself
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,11,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,top,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,11,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,top,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,11,St Michael School Cranford (SMS),St Michael School Cranford,education,6U,3.25x12,40,inline,908-276-9425,verizon.net; www.smscranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,our-town-rahway,Our Town Rahway,13100,2026-01,16,Metro Liquors (Metro),Metro Liquors (Metro),paid,1U,3.25x2,6.5,top,908-925-1770,,medium,no,Online order curbside
auto_phone_box,renna_self,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,3,St Michael School Cranford (SMS),St Michael School Cranford,education,6U,3.25x12,40,inline,908-276-9425,verizon.net; www.smscranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,4,Knights of Columbus Council 253 Elizabeth,Knights of Columbus Council 253 Elizabeth,paid,2U,6.5x2 or 3.25x4,13,bottom,908-355-2253,,medium,no,Hall rental ad
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,5,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,inline,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,5,Laundry pickup/delivery service,Laundry pickup/delivery service,paid,4U,6.5x4 or 3.25x8,26,bottom,908-528-5080,www.laundryworldnj.com,medium,no,Pick-up & delivery 6 days
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,5,Laundry pickup/delivery service,Laundry pickup/delivery service,paid,4U,6.5x4 or 3.25x8,26,inline,908-528-5080,laundryworldnj.com,medium,no,Pick-up & delivery 6 days
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,6,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,7,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid,roselle-park-monthly,Roselle Park Monthly,5600,2026-01,12,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,BACK,10x14,140,back_cover,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,1,Coldwell Banker Westfield office,Coldwell Banker Westfield office,paid,1U,3.25x2,6.5,top,908-233-5555; 908-963-8673,cbrealty.com,medium,no,Multi-agent - office number
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,1,Nelson Espeland Allstate Scotch Plains,Nelson Espeland Allstate Scotch Plains,paid,2U,6.5x2 or 3.25x4,13,bottom,877-232-2142; 908-233-6300,allstate.com; finra.org,medium,no,Personal financial
auto_phone_box,renna_self,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,2,Mr Handyman a Neighborly Company,Mr Handyman,services,9HP,10x7,65,inline,908-251-9441,mrhandyman.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,3,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,18FP,10x14,140,full_page,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,4,AngiLLC Tile & Finish Carpentry,AngiLLC,services,2U,3.25x4,13,bottom,973-896-4656,www.angillc.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,4,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,inline,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,4,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,inline,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,6,Cranford sub/deli (Walnut Ave),Cranford sub/deli (Walnut Ave),paid,2U,6.5x2 or 3.25x4,13,bottom,908-955-8700,,medium,no,Sloppy Joes hot/cold platters
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,6,Dumpster rental service,Dumpster rental service,paid,2U,6.5x2 or 3.25x4,13,bottom,908-234-2382,,medium,no,Fast Friendly Reliable
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,6,Dumpster rental service,Dumpster rental service,paid,1U,3.25x2,6.5,bottom,908-234-2382,,medium,no,Fast Friendly Reliable
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,6,Mr J's Deli Cranford,Mr J's Deli,food,4U,3.25x8,26,inline,908-272-0370,mrjsdeliincranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,6,Mr J's Deli Cranford,Mr J's Deli,food,4U,3.25x8,26,inline,908-272-0370,mrjsdeliincranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,7,My Handyman & Painter LLC,My Handyman & Painter,services,18FP,10x14,140,full_page,732-331-9572,www.myhandymanandpainter.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,8,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,9,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,11,Elizabeth Bataille (Coldwell Banker),Elizabeth Bataille (Coldwell Banker),paid,1U,3.25x2,6.5,inline,908-202-1702; 908-233-5555,gmail.com,medium,no,Same advertiser as 908-233-5555 - cell
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,11,Reynolds Plumbing,Reynolds Plumbing,services,2U,3.25x4,13,bottom,201-666-0003; 908-276-5367,www.reynolds-plumbing.net,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,13,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,15,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_phone_box,paid,scotch-plains-monthly,Scotch Plains Monthly,9600,2026-01,16,Marano & Sons Auto Sales Inc,Marano & Sons Auto Sales,automotive,BACK,10x14,140,back_cover,908-789-0555; 908-789-1551; 908-789-1792,maranosonsauto.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,renna_self,spirit-of-union,Spirit of Union,7800,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,spirit-of-union,Spirit of Union,7800,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,spirit-of-union,Spirit of Union,7800,2026-01,3,Advisory Consultants (FSBO ad) Edison,Advisory Consultants (FSBO ad) Edison,paid,1U,3.25x2,6.5,bottom,908-463-2089,gmail.com,medium,no,Sell house yourself
auto_phone_box,paid,spirit-of-union,Spirit of Union,7800,2026-01,3,Knights of Columbus Council 253 Elizabeth,Knights of Columbus Council 253 Elizabeth,paid,2U,6.5x2 or 3.25x4,13,bottom,908-355-2253,,medium,no,Hall rental ad
