paper,page,phone,is_rate_sheet_page,context
morris-township-times,8,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
morris-township-times,8,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
morris-township-times,9,973-285-6930,False,"MORRIS COUNTY LIBRARY JANUARY EVENTS 30 E Hanover Ave, Whippany, NJ 07981  (973) 285-6930  www.mclib.info Lunch & Learn: Wills, Trusts, & Estates Fri., Jan. 23, 12:00"
morris-township-times,9,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
morris-township-times,9,973-377-1006,False,"@ccsnj.org. Christ Church is located at 561 Springfield Avenue, Summit, NJ. 973-377-1006  dohertyroofingcompany.com josephdohertycompany@gmail.com 54 Burnet Road•"
morris-township-times,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
morris-township-times,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
morristown-monthly,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
morristown-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: RennaMedia.com ands on Facebook."
morristown-monthly,2,973-566-9999,False,k.com Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
morristown-monthly,4,973-635-0036,False,• Page 4 • January 2026 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
morristown-monthly,4,973-377-1006,False,he Suburban Chiropractic Center by visiting their website at drmurphy.com. 973-377-1006  dohertyroofingcompany.com josephdohertycompany@gmail.com 54 Burnet Road•
morristown-monthly,6,973-538-6161,False,"MORRISTOWN & MORRIS TOWNSHIP LIBRARY 1 Miller Road, Morristown, NJ 07960  973-538-6161 www.MMTLibrary.org  Email: refdesk@mmt.mainlib.org TECH HELP Tues through"
morristown-monthly,6,973-538-2592,False,ll devices and passwords. Sessions limited to one per person per week. Call 973-538-2592 for more info. FRIENDS OF THE LIBRARY BOOK SALES: every Tuesday and the 1s
morristown-monthly,7,201-410-8442,False,"ume, Silver, and Gold)  Sterling Silver, European Silver, Antique Silverplate201-410-8442 info@njantiques.com www.njantiques.com 3 East Pleasant Ave. Maywood, NJ"
morristown-monthly,7,732-556-7636,False,coa mix I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
morristown-monthly,8,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
morristown-monthly,8,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
morristown-monthly,9,973-285-6930,False,"MORRIS COUNTY LIBRARY JANUARY EVENTS 30 E Hanover Ave, Whippany, NJ 07981  (973) 285-6930  www.mclib.info Lunch & Learn: Wills, Trusts, & Estates Fri., Jan. 23, 12:00"
morristown-monthly,9,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
morristown-monthly,9,973-377-1006,False,"@ccsnj.org. Christ Church is located at 561 Springfield Avenue, Summit, NJ. 973-377-1006  dohertyroofingcompany.com josephdohertycompany@gmail.com 54 Burnet Road•"
morristown-monthly,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
morristown-monthly,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
mountainside-view,1,908-447-1295,False,ly. POST A FREE BUSINESS PROFILE VISIT NJLOCALINFO.COM Call Joe Renna 908-447-1295 TREE LIGHTING CEREMONY CELEBRATES HOLIDAY SEASON Santa came to town for the 39t
mountainside-view,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Mou"
mountainside-view,4,973-467-4688,False,"Certified Teachers 2 LOCATIONS 276 Morris Avenue Springfield, NJ 07081 973-467-4688 Riverwalk Plaza 34 Ridgedale Avenue East Hanover, NJ 07936 973-428-040"
mountainside-view,4,973-428-0405,False,"73-467-4688 Riverwalk Plaza 34 Ridgedale Avenue East Hanover, NJ 07936 973-428-0405 Private Lessons on All Instruments & Voice  All Ages & Levels of Ability"
mountainside-view,4,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
mountainside-view,5,908-273-3873,False,Comfortable & Caring Dentistry Call Us Today to Request an Appointment! 908-273-3873 www.summitdentist.com NO DENTAL INSURANCE? NO PROBLEM. Join our in-hous
mountainside-view,7,732-331-9572,False,ly - We support animal rescues QUALITY HOME IMPROVEMENTS AT AFFORDABLE PRICES 732-331-9572 www.MyHandymanAndPainter.comAll Kinds of Home Repairs - No Job Too Small
mountainside-view,8,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
mountainside-view,9,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
mountainside-view,10,908-625-7097,False,"info about Rotary and to confirm our meeting schedule,rotaryrose@yahoo.com, 908-625-7097. (above, left) Christopher Kinney, Superintendent of Mountainside Schools, (ri"
mountainside-view,10,896-465-6973,False,Photo HIGH END TILE & FINISH CARPENTRYHIGH END TILE & FINISH CARPENTRY 973-896-4656973-896-4656Molding/Trim Sheet Rock Doors Tile Work  Painting  Inte
mountainside-view,11,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
mountainside-view,12,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
mountainside-view,12,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
mountainside-view,13,908-486-1777,False,"n Session on Wednesday, January 7, 2026, please call Literacy New Jersey at 908-486-1777 x400 or email Barbara Bagger, Program Director, at bbagger@literacynj.org."
mountainside-view,13,908-486-1777,False,"on Session on Wednesday January 7, 2026, please call Literacy New Jersey at 908-486-1777 x400 or email Barbara Bagger, Program Director, at bbagger@literacynj.org. TR"
mountainside-view,14,908-447-1295,True,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
mountainside-view,15,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
new-providence-news,1,908-522-1800,False,"ECRWSSPRSRT STD U.S. POSTAGE PAID LANCANSTER, PA PERMIT NO. 1325 Office 908-522-1800 401 Springfield Ave, Summit, NJ LOOKING FOR SUCCESS Affiliated real estate ag"
new-providence-news,1,908-230-4800,False,NBS NJAR Distinguished Sales Club NJAR Circle of Excellence ’92-’21 Cell: 908-230-4800 Eileen@SergentRealEstate.comBuying or Selling in this market is stressful!
new-providence-news,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 Find us on online: rennamedia.com facebook.com/ New Providence News SPIRITU"
new-providence-news,2,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
new-providence-news,4,732-391-3466,False,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSES"
new-providence-news,6,908-251-9441,False,"New Providence NEWS  Page 6 • January 2026 908-251-9441 Mrhandyman.comOn Time. Done right. Guaranteed. 10% OFF LABOR On labor only,"
new-providence-news,6,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
new-providence-news,6,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
new-providence-news,7,908-273-3873,False,Comfortable & Caring Dentistry Call Us Today to Request an Appointment! 908-273-3873 www.summitdentist.com NO DENTAL INSURANCE? NO PROBLEM. Join our in-hous
new-providence-news,8,908-665-0046,False,• January 2026 DECORSO COMMUNITY CENTER UPCOMING EVENTS FOR SENIORS (908) 665-0046  e-mail: decorsocenter@newprov.us  newprov.us/278/Seniors  Monday-Friday f
new-providence-news,8,908-665-0046,False,"d Art craft Thursday, January 22 at 11:30am with Arbor Terrace, please call (908) 665-0046 or e-mail decorsocenter@newprov.us to register Sandwich Making Service Proj"
new-providence-news,8,908-370-3700,False,"n administration ALL BREEDS, ALL NEEDSJulia DeMilio DOG WALKER & PET SITTER 908-370-3700 juliademilio@gmail.com"
new-providence-news,9,732-331-9572,False,ly - We support animal rescues QUALITY HOME IMPROVEMENTS AT AFFORDABLE PRICES 732-331-9572 www.MyHandymanAndPainter.comAll Kinds of Home Repairs - No Job Too Small
new-providence-news,10,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
new-providence-news,11,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
new-providence-news,12,973-635-0036,False,Center by visiting their website at drmurphy.com. 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
new-providence-news,14,973-998-5670,True,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts’ mission is to offer accessible, hi"
new-providence-news,14,973-635-4565,True,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
new-providence-news,14,732-391-3466,True,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSESCAN SELL Y"
new-providence-news,14,908-463-2089,True,"NETWORKS FOR SMALL BUSINESSESCAN SELL YOUR HOUSE YOURSELF? For That, Call: 908-463-2089 E-mail: fsbowner49@gmail.com Advisory Consultants, Edison, NJ 08817 Initi"
new-providence-news,16,973-467-4688,False,"Certified Teachers 2 LOCATIONS 276 Morris Avenue Springfield, NJ 07081 973-467-4688 Riverwalk Plaza 34 Ridgedale Avenue East Hanover, NJ 07936 973-428-040"
new-providence-news,16,973-428-0405,False,"73-467-4688 Riverwalk Plaza 34 Ridgedale Avenue East Hanover, NJ 07936 973-428-0405 Private Lessons on All Instruments & Voice  All Ages & Levels of Ability"
new-providence-news,16,908-665-0311,False,"Y EVENTS AT NEW PROVIDENCE MEMORIAL LIBRARY 377 Elkwood Ave, New Providence  908-665-0311  newprovidencelibrary.org Monday, Tuesday, Thursday: 10:00 AM - 8:30 PM; Wed"
new-providence-news,17,973-566-9999,False,and Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
new-providence-news,17,732-556-7636,False,sy PhotoI BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
new-providence-news,18,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
new-providence-news,19,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
our-town-rahway,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
our-town-rahway,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Our"
our-town-rahway,4,732-388-3900,False,"the new year?EYES ON YOU 1535 Irving Street, Rahway, NJ  RahwayEyeDoctor.com 732-388-3900 Dr. M. Williams Optometric Physician Lic#. 27OA00565300/27OM00062400 • Pe"
our-town-rahway,8,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
our-town-rahway,9,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
our-town-rahway,10,908-463-2089,False,"way • Page 10• January 2026 CAN SELL YOUR HOUSE YOURSELF? For That, Call: 908-463-2089 E-mail: fsbowner49@gmail.com Advisory Consultants, Edison, NJ 08817 Initi"
our-town-rahway,11,908-276-9425,False,"pm - 1:30 pm PLEASE CONTACT THE SCHOOL FOR MORE INFORMATION PLEASE CALL (908) 276-9425 100 Alden Street, Cranford, NJ www.smscranford.com E-Mail: saint.michael@"
our-town-rahway,11,908-370-1903,False,nwood and most recently Plainfield/North Plainfield. CALL 908-370-1903 BROOK ARTS CENTER ANNOUNCES IT 2ND SPEAKEASY SOIREE AND SILENT AUCTION. The h
our-town-rahway,14,908-447-1295,True,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
our-town-rahway,16,732-381-6776,False,gmail.comWitty’s Fine Wine and Liquors ORDER ONLINE AT www.wittyswine.com 732-381-6776 PICK-UP CURBSIDEORDER ONLINE AT www.metroliquors.com 908-925-1770 PICK-
our-town-rahway,16,908-925-1770,False,e.com 732-381-6776 PICK-UP CURBSIDEORDER ONLINE AT www.metroliquors.com 908-925-1770 PICK-UP CURBSIDE OR DELIVERY Visit our facebook page for news of next tasti
roselle-park-monthly,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
roselle-park-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Ros"
roselle-park-monthly,2,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts is New Jersey’s largest independent"
roselle-park-monthly,3,908-276-9425,False,"pm - 1:30 pm PLEASE CONTACT THE SCHOOL FOR MORE INFORMATION PLEASE CALL (908) 276-9425 100 Alden Street, Cranford, NJ www.smscranford.com E-Mail: saint.michael@"
roselle-park-monthly,3,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
roselle-park-monthly,4,908-355-2253,False,"AvailableKnights of Columbus Council 253 328 Union Avenue Elizabeth, NJ 908-355-2253Great Place for Parties for up to 95 People! Celebrate your next event  B"
roselle-park-monthly,4,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
roselle-park-monthly,5,908-528-5080,False,"Roselle Park Monthly • Page 5 • January 2026 908-528-5080 www.LaundryWorldNJ.com 1600 E Georges Ave. Linden, NJ FREE DRYERS THURSDAY"
roselle-park-monthly,5,908-528-5080,False,"g on by, pick up your laundry and bring it back clean, fresh and folded 908-528-5080  Pick-Up and Delivery Every Day Monday through Saturday  Special Prici"
roselle-park-monthly,5,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts’ mission is to offer accessible, hi"
roselle-park-monthly,5,732-391-3466,False,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSES"
roselle-park-monthly,6,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
roselle-park-monthly,7,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
roselle-park-monthly,9,908-245-2456,False,"LLE PARK VETERANS MEMORIAL LIBRARY 404 Chestnut St., Roselle Park, NJ 07204  (908)245-2456  library@rosellepark.net PROGRAMS MARKED *** HA VE LIMITED SPOTS! Registrat"
roselle-park-monthly,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
scotch-plains-monthly,1,877-232-2142,False,"FINRA, SIPC. Main Office: 151 North 8th Street, Suite 450, Lincoln, NE 68508. (877) 232-2142. Check the background of this firm on FINRA’s BrokerCheck we bsite http://broke"
scotch-plains-monthly,1,908-233-6300,False,"work as hard as you did Nelson Espeland , Personal Financial Representative 908-233-6300 nelson@allstate.com 2284 South Avenue, Scotch Plains Mary DePaola Broker"
scotch-plains-monthly,1,908-963-8673,False,"ven Coldwell Banker Realty 209 Central Avenue Westfield, NJ 07090 Cell: 908-963-8673 (Best #) Office: 908-233-5555 Mary.depaola@cbrealty.comNew Year! New House?"
scotch-plains-monthly,1,908-233-5555,False,"09 Central Avenue Westfield, NJ 07090 Cell: 908-963-8673 (Best #) Office: 908-233-5555 Mary.depaola@cbrealty.comNew Year! New House? SELLER SEMINAR JANUARY 12,"
scotch-plains-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Sco"
scotch-plains-monthly,2,908-251-9441,False,"dia.com Find us on online: rennamedia.com facebook.com/ Scotch Plains Monthly 908-251-9441 Mrhandyman.comOn Time. Done right. Guaranteed. 10% OFF LABOR On labor only,"
scotch-plains-monthly,4,908-370-1903,False,nwood and most recently Plainfield/North Plainfield. CALL 908-370-1903 HIGH END TILE & FINISH CARPENTRYHIGH END TILE & FINISH CARPENTRY 973-896-46
scotch-plains-monthly,4,896-465-6973,False,0-1903 HIGH END TILE & FINISH CARPENTRYHIGH END TILE & FINISH CARPENTRY 973-896-4656973-896-4656Molding/Trim Sheet Rock Doors Tile Work  Painting  Inte
scotch-plains-monthly,6,908-234-2382,False,"o serve with the largest organization in the world! DO YOU NEED A DUMPSTER? 908-234-2382 Fast, Friendly, Reliable ServiceCall to Reserve One TodayProfessional Deliver"
scotch-plains-monthly,6,908-955-8700,False,"ehold Waste Concrete & AsphaltLogs & Stumps Demolition Debris Bulky Waste 908-955-8700 108 Walnut Ave.  Cranford,NJ HOURS: Tue & Wed: 10a - 6pm Thu & Fri:"
scotch-plains-monthly,6,908-272-0370,False,Wrap Platters  Salads  Wings  Chicken Fingers Plan Ahead - Call Today 908-272-0370 See our full menu online at: mrjsdeliincranford.com 15 Walnut Ave. Cranfo
scotch-plains-monthly,6,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
scotch-plains-monthly,7,732-331-9572,False,ly - We support animal rescues QUALITY HOME IMPROVEMENTS AT AFFORDABLE PRICES 732-331-9572 www.MyHandymanAndPainter.comAll Kinds of Home Repairs - No Job Too Small
scotch-plains-monthly,8,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
scotch-plains-monthly,9,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
scotch-plains-monthly,10,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
scotch-plains-monthly,11,908-276-5367,False,"xt. Painting - Household Cleanouts Electrical Lic. # 14616 & Plumbing w #8660 (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing"
scotch-plains-monthly,11,201-666-0003,False,"usehold Cleanouts Electrical Lic. # 14616 & Plumbing w #8660 (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing.net Residential"
scotch-plains-monthly,11,908-202-1702,False,"ndustrialLou DiFabio Lic. #4237Dan DiFabio Lic. #11749REYNOLDS PLUMBINGCell 908-202-1702  O: 908-233-5555 elizabeth.bataille@gmail.com 209 Central Ave,Westfield, N"
scotch-plains-monthly,11,908-233-5555,False,"io Lic. #4237Dan DiFabio Lic. #11749REYNOLDS PLUMBINGCell 908-202-1702  O: 908-233-5555 elizabeth.bataille@gmail.com 209 Central Ave,Westfield, NJ 07090 Elizabet"
scotch-plains-monthly,11,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts’ mission is to offer accessible, hig"
scotch-plains-monthly,12,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
scotch-plains-monthly,12,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
scotch-plains-monthly,13,732-556-7636,False,mpaign. I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
scotch-plains-monthly,14,908-447-1295,True,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
scotch-plains-monthly,15,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
scotch-plains-monthly,16,908-789-1551,False,"blems? Call us to get you approved! Like us on Facebook!!!507-13 South Avenue 908-789-1551 150 South Avenue 908-789-0555 Fax 908-789-1792 LOOKING FOR A CAR, TRUCK OR"
scotch-plains-monthly,16,908-789-0555,False,"ed! Like us on Facebook!!!507-13 South Avenue 908-789-1551 150 South Avenue 908-789-0555 Fax 908-789-1792 LOOKING FOR A CAR, TRUCK OR SUV? Visit our lots or shop at"
scotch-plains-monthly,16,908-789-1792,False,"cebook!!!507-13 South Avenue 908-789-1551 150 South Avenue 908-789-0555 Fax 908-789-1792 LOOKING FOR A CAR, TRUCK OR SUV? Visit our lots or shop at home. Search over"
spirit-of-union,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
spirit-of-union,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Spi"
spirit-of-union,3,908-276-9425,False,"pm - 1:30 pm PLEASE CONTACT THE SCHOOL FOR MORE INFORMATION PLEASE CALL (908) 276-9425 100 Alden Street, Cranford, NJ www.smscranford.com E-Mail: saint.michael@"
spirit-of-union,3,908-355-2253,False,"AvailableKnights of Columbus Council 253 328 Union Avenue Elizabeth, NJ 908-355-2253Great Place for Parties for up to 95 People! Celebrate your next event  B"
spirit-of-union,3,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100. a u tBathrooms - Basements - Decks - Tile Additions- Doors/Windows - Moldi"
spirit-of-union,3,908-463-2089,False,". # 14616 & Plumbing w #8660CAN SELL YOUR HOUSE YOURSELF? For That, Call: 908-463-2089 E-mail: fsbowner49@gmail.com Advisory Consultants, Edison, NJ 08817 Initi"
spirit-of-union,4,908-272-0370,False,Wrap Platters  Salads  Wings  Chicken Fingers Plan Ahead - Call Today 908-272-0370 See our full menu online at: mrjsdeliincranford.com 15 Walnut Ave. Cranfo
spirit-of-union,4,908-955-8700,False,"oot Sub Sandwiches  Sloppy Joe Platters  Hot & Cold Foods  Sub Platters 908-955-8700 108 Walnut Ave.  Cranford,NJ HOURS: Tue & Wed: 10a - 6pm Thu & Fri:"
spirit-of-union,4,908-528-5080,False,"g on by, pick up your laundry and bring it back clean, fresh and folded 908-528-5080  Pick-Up and Delivery Every Day Monday through Saturday  Special Prici"
spirit-of-union,5,732-388-3900,False,"the new year?EYES ON YOU 1535 Irving Street, Rahway, NJ  RahwayEyeDoctor.com 732-388-3900 Dr. M. Williams Optometric Physician Lic#. 27OA00565300/27OM00062400 • Pe"
spirit-of-union,6,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
spirit-of-union,7,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
spirit-of-union,8,732-556-7636,False,mpaign. I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
spirit-of-union,9,908-851-5450,False,"RENNA MEDIAJANUARY EVENTS AT THE UNION PUBLIC LIBRARY Adult Services at (908)-851-5450 extension 3, or our Vauxhall Branch at (908)-851-5451, or check out our website"
spirit-of-union,9,908-851-5451,False,"BRARY Adult Services at (908)-851-5450 extension 3, or our Vauxhall Branch at (908)-851-5451, or check out our website at uplnj.org or visit us at the Main Library at 198"
spirit-of-union,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
spirit-of-union,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
summit-times,1,908-273-0400,False,"Berkshire Hathaway affiliate. 392 Springfield Ave., Summit, NJ 07901 Office: 908-273-0400 Denise Torsiello Ranked #3 in NJ for Q1 sales volume, BHHS netw"
